img_path,seq
data\RE_data\img_org\val\twitter_stream_2018_07_23_10_0_2_111.jpg,a basketball player with a yellow headband on
data\RE_data\img_org\val\twitter_stream_2018_07_23_10_0_2_116.jpg,an aerial view of a beach and ocean
data\RE_data\img_org\val\twitter_stream_2018_07_23_10_0_2_122.jpg,a black and white photo of a woman with a turban
data\RE_data\img_org\val\twitter_stream_2018_07_23_10_0_2_164.jpg,a person standing on a stage with their arms in the air
data\RE_data\img_org\val\twitter_stream_2018_07_23_10_0_2_174.jpg,a group of people standing in a living room
data\RE_data\img_org\val\twitter_stream_2018_07_23_10_0_2_186.jpg,the logo for a technology company
data\RE_data\img_org\val\twitter_stream_2018_07_23_10_0_2_91.jpg,three surfers walking on the beach carrying their boards
data\RE_data\img_org\val\twitter_stream_2018_07_23_11_0_2_112.jpg,a group of men in suits and ties on a black background
data\RE_data\img_org\val\twitter_stream_2018_07_23_11_0_2_155.jpg,a group of men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_07_23_11_0_2_159.jpg,a screen shot of a news app on a cell phone
data\RE_data\img_org\val\twitter_stream_2018_07_23_11_0_2_16.jpg,a screen shot of a music album on a cell phone
data\RE_data\img_org\val\twitter_stream_2018_07_23_11_0_2_167.jpg,a man wearing a green hat and a yellow jacket
data\RE_data\img_org\val\twitter_stream_2018_07_23_11_0_2_20.jpg,a screenshot of a virtual view of a street
data\RE_data\img_org\val\twitter_stream_2018_07_23_11_0_2_36.jpg,a tweet with a picture of a man and a cat
data\RE_data\img_org\val\twitter_stream_2018_07_23_11_0_2_37.jpg,a painting of a man's face on a wall
data\RE_data\img_org\val\twitter_stream_2018_07_23_11_0_2_59.jpg,a group of people holding flags in a stadium
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_115.jpg,a couple of people sitting in front of a microphone
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_120.jpg,a man standing in a field of tall grass
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_144.jpg,a smiling man wearing glasses at a press conference
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_145.jpg,a couple of men playing a game of soccer
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_168.jpg,a man in a suit and tie looking at the camera
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_174.jpg,a newspaper advertisement for a french store
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_195.jpg,a man wearing a hat standing in front of a wall
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_199.jpg,a man standing on top of a stage next to a microphone
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_31.jpg,a man sitting in a room with other people
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_43.jpg,a large plume of smoke rising from a forest
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_50.jpg,a woman in a grey and red striped shirt
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_6.jpg,a black and white photo of a man sitting in a chair
data\RE_data\img_org\val\twitter_stream_2018_07_23_12_0_2_69.jpg,a soccer player holding a red cloth in his mouth
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_101.jpg,a poster with a picture of a flower and a picture of a dice
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_137.jpg,a view of a city with tall buildings
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_150.jpg,a boat that is sitting in the water
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_182.jpg,two men in suits and ties giving a speech
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_187.jpg,a group of people standing on top of a vehicle
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_195.jpg,a woman with a scarf around her neck
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_201.jpg,a blue and orange nike air max running shoe
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_212.jpg,a factory with a lot of smoke coming out of it
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_29.jpg,a group of young men playing a game of basketball
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_40.jpg,a woman standing in front of a tv screen
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_62.jpg,an image of a distant object in the sky
data\RE_data\img_org\val\twitter_stream_2018_07_23_13_0_2_90.jpg,a bowl of flowers and a candle on a table
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_106.jpg,a man standing in a doorway of a building
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_136.jpg,a painting of a large group of people
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_140.jpg,a police officer talking to a man in a blue shirt
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_2.jpg,a collage of photos of actors and their roles
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_208.jpg,a black and white cat wearing a blue and white outfit
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_216.jpg,a man dressed in a pikachu costume
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_53.jpg,a group of nintendo characters in front of a background
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_61.jpg,"a tweet that reads making sanitary napkins tax free would not only increase price of the product, but also flood the market"
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_67.jpg,a group of people sitting at a table in front of a crowd
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_74.jpg,a woman with long blonde hair holding a drink
data\RE_data\img_org\val\twitter_stream_2018_07_23_14_0_2_93.jpg,a football player with his arms in the air
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_123.jpg,a brown and white dog laying on top of a bed
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_127.jpg,a man giving a speech in front of an american flag
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_136.jpg,a soccer player making a heart sign with his hands
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_143.jpg,a collage of pictures of indian soldiers
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_145.jpg,a letter written in a foreign language
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_150.jpg,a red and yellow nike logo with the letter s for the red and gold
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_177.jpg,a page from a text book with a picture of a person
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_178.jpg,a screenshot of a video game with two people in action
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_194.jpg,a woman's hand holding a white adidas sneakers
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_196.jpg,a man signing autographs for young hockey players
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_209.jpg,a woman in a tan dress posing for a picture
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_217.jpg,a young man in a black jersey holding a piece of paper
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_222.jpg,a young man holding a sign that says nail
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_33.jpg,a list of different languages in spanish
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_5.jpg,a view of the old city of jerusalem with the dome of the rock in the background
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_7.jpg,a television screen with a bunch of people on it
data\RE_data\img_org\val\twitter_stream_2018_07_23_15_0_2_98.jpg,a woman standing in front of two television screens
data\RE_data\img_org\val\twitter_stream_2018_07_23_16_0_2_109.jpg,a woman sitting on the ground with a flag painted on her face
data\RE_data\img_org\val\twitter_stream_2018_07_23_16_0_2_112.jpg,a woman with glasses speaking into a microphone
data\RE_data\img_org\val\twitter_stream_2018_07_23_16_0_2_137.jpg,a man standing next to a car at a gas station
data\RE_data\img_org\val\twitter_stream_2018_07_23_16_0_2_144.jpg,a man holding a microphone in his right hand
data\RE_data\img_org\val\twitter_stream_2018_07_23_16_0_2_159.jpg,a man riding a skateboard down a hallway
data\RE_data\img_org\val\twitter_stream_2018_07_23_16_0_2_199.jpg,a man standing on a dock next to a body of water
data\RE_data\img_org\val\twitter_stream_2018_07_23_16_0_2_207.jpg,a man in a suit and tie standing on a ladder
data\RE_data\img_org\val\twitter_stream_2018_07_23_16_0_2_53.jpg,a close up of a person with red hair
data\RE_data\img_org\val\twitter_stream_2018_07_23_16_0_2_63.jpg,a woman with her hand up in front of her face
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_110.jpg,a man in a black shirt and a red backpack
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_133.jpg,two men standing next to each other on a soccer field
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_16.jpg,two beautiful young women standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_162.jpg,a man in a striped shirt kicking a soccer ball
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_38.jpg,a rally car driving down a dirt road
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_4.jpg,a flow diagram with words and phrases on it
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_49.jpg,a large crowd of people in a stadium
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_54.jpg,a parking lot filled with lots of parked cars
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_74.jpg,a website page with a picture of a man and a woman
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_84.jpg,a screen shot of a web page with a picture of a man in glasses
data\RE_data\img_org\val\twitter_stream_2018_07_23_17_0_2_88.jpg,a man standing in front of a fountain with the words for god alone my soul waits in
data\RE_data\img_org\val\twitter_stream_2018_07_23_18_0_2_106.jpg,a soccer player in action on the field
data\RE_data\img_org\val\twitter_stream_2018_07_23_18_0_2_151.jpg,a group of people standing around each other
data\RE_data\img_org\val\twitter_stream_2018_07_23_18_0_2_3.jpg,a tweet from donald trump on twitter
data\RE_data\img_org\val\twitter_stream_2018_07_23_18_0_2_41.jpg,a man in a suit and a woman in a dress
data\RE_data\img_org\val\twitter_stream_2018_07_23_18_0_2_6.jpg,a series of photos showing the different stages of a city
data\RE_data\img_org\val\twitter_stream_2018_07_23_18_0_2_78.jpg,a woman in a costume holding a gun
data\RE_data\img_org\val\twitter_stream_2018_07_23_18_0_2_85.jpg,a close up of a person wearing a gray shirt
data\RE_data\img_org\val\twitter_stream_2018_07_23_19_0_2_192.jpg,a close up of a person wearing a dress
data\RE_data\img_org\val\twitter_stream_2018_07_23_19_0_2_195.jpg,a black and white photo of a person laying on the ground
data\RE_data\img_org\val\twitter_stream_2018_07_23_19_0_2_201.jpg,a map of severe thunder warning
data\RE_data\img_org\val\twitter_stream_2018_07_23_19_0_2_30.jpg,a woman sitting on top of a chair in a courtyard
data\RE_data\img_org\val\twitter_stream_2018_07_23_19_0_2_63.jpg,a man in a top hat and sunglasses holding a guitar
data\RE_data\img_org\val\twitter_stream_2018_07_23_19_0_2_88.jpg,a man holding a gun while standing next to another man
data\RE_data\img_org\val\twitter_stream_2018_07_23_1_0_2_102.jpg,a large crowd of people at a concert
data\RE_data\img_org\val\twitter_stream_2018_07_23_1_0_2_110.jpg,a tweet with the caption of donald j trump
data\RE_data\img_org\val\twitter_stream_2018_07_23_1_0_2_116.jpg,a car parked on the side of a street
data\RE_data\img_org\val\twitter_stream_2018_07_23_1_0_2_117.jpg,a cartoon character sitting in front of a computer
data\RE_data\img_org\val\twitter_stream_2018_07_23_1_0_2_62.jpg,a blue poster with the number six in it
data\RE_data\img_org\val\twitter_stream_2018_07_23_1_0_2_93.jpg,a woman in a sari carrying a pot by a body of water
data\RE_data\img_org\val\twitter_stream_2018_07_23_1_0_2_95.jpg,a map of africa showing political regions in africa
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_15.jpg,a letter to a person from a person in a suit
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_152.jpg,a man and a woman standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_189.jpg,a man with a bald head sitting in a car
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_206.jpg,a woman in a bikini top and black pants
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_219.jpg,a little girl in a white dress laying on a couch
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_224.jpg,a close up of a person wearing headphones
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_25.jpg,a bouquet of flowers with a thank note attached to it
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_55.jpg,a cartoon character sitting on a window sill in front of a window
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_57.jpg,a group of young men playing a game of basketball
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_76.jpg,a man standing next to a soccer ball on a field
data\RE_data\img_org\val\twitter_stream_2018_07_23_20_0_2_77.jpg,a man with tattoos standing in front of a wall
data\RE_data\img_org\val\twitter_stream_2018_07_23_21_0_2_109.jpg,a man and a woman with tattoos on their arms
data\RE_data\img_org\val\twitter_stream_2018_07_23_21_0_2_128.jpg,a football player is posing for a photo
data\RE_data\img_org\val\twitter_stream_2018_07_23_21_0_2_193.jpg,a person in white gloves holding a red car door handle
data\RE_data\img_org\val\twitter_stream_2018_07_23_21_0_2_57.jpg,a man in a baseball cap is talking to someone
data\RE_data\img_org\val\twitter_stream_2018_07_23_21_0_2_67.jpg,a close up of a person wearing a suit and tie
data\RE_data\img_org\val\twitter_stream_2018_07_23_21_0_2_79.jpg,a man in a race uniform holding his hands up
data\RE_data\img_org\val\twitter_stream_2018_07_23_21_0_2_9.jpg,a man in a basketball uniform standing in front of a blue background
data\RE_data\img_org\val\twitter_stream_2018_07_23_22_0_2_102.jpg,a woman sitting in a chair with a blue tie
data\RE_data\img_org\val\twitter_stream_2018_07_23_22_0_2_188.jpg,a statue of a man wearing a red hat
data\RE_data\img_org\val\twitter_stream_2018_07_23_22_0_2_31.jpg,a couple of people standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_07_23_22_0_2_48.jpg,a man playing a guitar while singing into a microphone
data\RE_data\img_org\val\twitter_stream_2018_07_23_22_0_2_98.jpg,a black and white photo of a man with dreadlocks
data\RE_data\img_org\val\twitter_stream_2018_07_23_22_0_2_99.jpg,a man on a motorcycle jumping over a sign
data\RE_data\img_org\val\twitter_stream_2018_07_23_23_0_2_119.jpg,a blue bus is parked on the side of the road
data\RE_data\img_org\val\twitter_stream_2018_07_23_23_0_2_120.jpg,a storm moving across the sky over a highway
data\RE_data\img_org\val\twitter_stream_2018_07_23_23_0_2_142.jpg,a man laying on the ground in front of a fire
data\RE_data\img_org\val\twitter_stream_2018_07_23_23_0_2_154.jpg,a man in a gold armor standing in front of a forest
data\RE_data\img_org\val\twitter_stream_2018_07_23_23_0_2_200.jpg,two beautiful women with long blonde hair posing for a picture
data\RE_data\img_org\val\twitter_stream_2018_07_23_23_0_2_205.jpg,a tweet from a twitter account of a man in a black jacket
data\RE_data\img_org\val\twitter_stream_2018_07_23_23_0_2_99.jpg,a young man standing in a gym wearing a jersey
